date,team1,team2,score1,score2,win,lose,pre_win,pre_lose,pre_probability
2019/7/14,CLE,MIN,4,3,CLE,MIN,MIN,CLE,0.503518993
2019/7/14,MIA,NYM,2,6,NYM,MIA,NYM,MIA,0.550169079
2019/7/14,MIL,SFG,3,8,SFG,MIL,SFG,MIL,0.508681524
2019/7/14,KCR,DET,8,12,DET,KCR,DET,KCR,0.546127377
2019/7/14,STL,ARI,5,2,STL,ARI,STL,ARI,0.541701655
2019/7/14,CHC,PIT,8,3,CHC,PIT,CHC,PIT,0.505866807
2019/7/14,TEX,HOU,4,12,HOU,TEX,TEX,HOU,0.527105301
2019/7/14,COL,CIN,10,9,COL,CIN,CIN,COL,0.558920869
2019/7/14,LAA,SEA,6,3,LAA,SEA,LAA,SEA,0.563970438
2019/7/14,OAK,CHW,3,2,OAK,CHW,OAK,CHW,0.509785824
2019/7/14,SDP,ATL,1,4,ATL,SDP,ATL,SDP,0.620774033
2019/7/14,BOS,LAD,4,7,LAD,BOS,LAD,BOS,0.543833459
2019/7/15,COL,SFG,2,19,SFG,COL,SFG,COL,0.570213579
2019/7/15,PHI,LAD,2,16,LAD,PHI,LAD,PHI,0.567157418
2019/7/15,NYY,TBR,4,5,TBR,NYY,TBR,NYY,0.513463935
2019/7/15,BOS,TOR,10,8,BOS,TOR,TOR,BOS,0.516570704
2019/7/15,CLE,DET,8,6,CLE,DET,DET,CLE,0.511938022
2019/7/15,CHC,CIN,3,6,CIN,CHC,CIN,CHC,0.501026334
2019/7/15,MIL,ATL,2,4,ATL,MIL,ATL,MIL,0.535386422
2019/7/15,KCR,CHW,5,2,KCR,CHW,CHW,KCR,0.532154031
2019/7/15,STL,PIT,7,0,STL,PIT,STL,PIT,0.539759184
2019/7/15,COL,SFG,1,2,SFG,COL,SFG,COL,0.570213579
2019/7/15,LAA,HOU,9,6,LAA,HOU,LAA,HOU,0.58670913
2019/7/16,BAL,WSN,1,8,WSN,BAL,WSN,BAL,0.552869054
2019/7/16,NYY,TBR,8,3,NYY,TBR,TBR,NYY,0.513463935
2019/7/16,PHI,LAD,9,8,PHI,LAD,LAD,PHI,0.567157418
2019/7/16,BOS,TOR,4,10,TOR,BOS,TOR,BOS,0.516570704
2019/7/16,CLE,DET,8,0,CLE,DET,DET,CLE,0.511938022
2019/7/16,MIA,SDP,12,7,MIA,SDP,SDP,MIA,0.533000498
2019/7/16,CHC,CIN,4,3,CHC,CIN,CIN,CHC,0.501026334
2019/7/16,TEX,ARI,2,9,ARI,TEX,TEX,ARI,0.503187494
2019/7/16,MIL,ATL,13,1,MIL,ATL,ATL,MIL,0.535386422
2019/7/16,MIN,NYM,2,3,NYM,MIN,NYM,MIN,0.539137232
2019/7/16,KCR,CHW,11,0,KCR,CHW,CHW,KCR,0.532154031
2019/7/16,STL,PIT,1,3,PIT,STL,STL,PIT,0.539759184
2019/7/16,COL,SFG,4,8,SFG,COL,SFG,COL,0.570213579
2019/7/16,LAA,HOU,7,2,LAA,HOU,LAA,HOU,0.58670913
2019/7/16,OAK,SEA,9,2,OAK,SEA,OAK,SEA,0.515009204
2019/7/17,MIN,NYM,4,14,NYM,MIN,NYM,MIN,0.539137232
2019/7/17,STL,PIT,6,5,STL,PIT,STL,PIT,0.539759184
2019/7/17,MIL,ATL,5,4,MIL,ATL,ATL,MIL,0.535386422
2019/7/17,CHC,CIN,5,2,CHC,CIN,CIN,CHC,0.501026334
2019/7/17,COL,SFG,8,11,SFG,COL,SFG,COL,0.570213579
2019/7/17,OAK,SEA,10,2,OAK,SEA,OAK,SEA,0.515009204
2019/7/17,BAL,WSN,9,2,BAL,WSN,WSN,BAL,0.552869054
2019/7/17,PHI,LAD,2,7,LAD,PHI,LAD,PHI,0.567157418
2019/7/17,BOS,TOR,5,4,BOS,TOR,TOR,BOS,0.516570704
2019/7/17,CLE,DET,7,2,CLE,DET,DET,CLE,0.511938022
2019/7/17,MIA,SDP,2,3,SDP,MIA,SDP,MIA,0.533000498
2019/7/17,TEX,ARI,4,19,ARI,TEX,TEX,ARI,0.503187494
2019/7/17,KCR,CHW,7,5,KCR,CHW,CHW,KCR,0.532154031
2019/7/17,LAA,HOU,2,11,HOU,LAA,LAA,HOU,0.58670913
2019/7/18,MIA,SDP,4,3,MIA,SDP,SDP,MIA,0.533000498
2019/7/18,PHI,LAD,7,6,PHI,LAD,LAD,PHI,0.567157418
2019/7/18,BOS,TOR,5,0,BOS,TOR,TOR,BOS,0.516570704
2019/7/18,KCR,CHW,6,5,KCR,CHW,CHW,KCR,0.532154031
2019/7/18,NYY,TBR,6,2,NYY,TBR,TBR,NYY,0.513463935
2019/7/18,CIN,STL,4,7,STL,CIN,STL,CIN,0.585844817
2019/7/18,CLE,DET,6,3,CLE,DET,DET,CLE,0.511938022
2019/7/18,ATL,WSN,4,13,WSN,ATL,WSN,ATL,0.531225179
2019/7/18,NYY,TBR,5,1,NYY,TBR,TBR,NYY,0.513463935
2019/7/18,MIN,OAK,6,3,MIN,OAK,OAK,MIN,0.583740343
2019/7/18,LAA,HOU,2,6,HOU,LAA,LAA,HOU,0.58670913
2019/7/18,ARI,MIL,1,5,MIL,ARI,MIL,ARI,0.588568529
2019/7/18,SFG,NYM,3,2,SFG,NYM,NYM,SFG,0.543731471
2019/7/19,CHC,SDP,6,5,CHC,SDP,CHC,SDP,0.507646171
2019/7/19,BAL,BOS,11,2,BAL,BOS,BOS,BAL,0.595517019
2019/7/19,NYY,COL,8,2,NYY,COL,NYY,COL,0.555086516
2019/7/19,PIT,PHI,1,6,PHI,PIT,PHI,PIT,0.534682883
2019/7/19,CIN,STL,11,12,STL,CIN,STL,CIN,0.585844817
2019/7/19,CLE,KCR,10,5,CLE,KCR,CLE,KCR,0.504375784
2019/7/19,DET,TOR,1,12,TOR,DET,TOR,DET,0.539534999
2019/7/19,TBR,CHW,2,9,CHW,TBR,TBR,CHW,0.526855588
2019/7/19,ATL,WSN,4,3,ATL,WSN,WSN,ATL,0.531225179
2019/7/19,HOU,TEX,4,3,HOU,TEX,TEX,HOU,0.570793344
2019/7/19,MIN,OAK,3,5,OAK,MIN,OAK,MIN,0.583740343
2019/7/19,ARI,MIL,10,7,ARI,MIL,MIL,ARI,0.588568529
2019/7/19,LAD,MIA,2,1,LAD,MIA,LAD,MIA,0.523418877
2019/7/19,SEA,LAA,10,0,SEA,LAA,LAA,SEA,0.559997414
2019/7/19,SFG,NYM,1,0,SFG,NYM,NYM,SFG,0.543731471
2019/7/20,NYY,COL,11,5,NYY,COL,NYY,COL,0.555086516
2019/7/20,CHC,SDP,6,5,CHC,SDP,CHC,SDP,0.507646171
2019/7/20,SFG,NYM,4,11,NYM,SFG,NYM,SFG,0.543731471
2019/7/20,DET,TOR,5,7,TOR,DET,TOR,DET,0.539534999
2019/7/20,TBR,CHW,1,2,CHW,TBR,TBR,CHW,0.526855588
2019/7/20,BAL,BOS,6,17,BOS,BAL,BOS,BAL,0.595517019
2019/7/20,PIT,PHI,5,1,PIT,PHI,PHI,PIT,0.534682883
2019/7/20,CIN,STL,3,2,CIN,STL,STL,CIN,0.585844817
2019/7/20,CLE,KCR,0,1,KCR,CLE,CLE,KCR,0.504375784
2019/7/20,HOU,TEX,6,1,HOU,TEX,TEX,HOU,0.570793344
2019/7/20,MIN,OAK,4,5,OAK,MIN,OAK,MIN,0.583740343
2019/7/20,ATL,WSN,3,5,WSN,ATL,WSN,ATL,0.531225179
2019/7/20,ARI,MIL,3,8,MIL,ARI,MIL,ARI,0.588568529
2019/7/20,LAD,MIA,10,6,LAD,MIA,LAD,MIA,0.523418877
2019/7/20,SEA,LAA,2,6,LAA,SEA,LAA,SEA,0.559997414
2019/7/21,BAL,BOS,5,0,BAL,BOS,BOS,BAL,0.595517019
2019/7/21,NYY,COL,4,8,COL,NYY,NYY,COL,0.555086516
2019/7/21,CIN,STL,1,3,STL,CIN,STL,CIN,0.585844817
2019/7/21,CLE,KCR,5,4,CLE,KCR,CLE,KCR,0.504375784
2019/7/21,DET,TOR,4,3,DET,TOR,TOR,DET,0.539534999
2019/7/21,TBR,CHW,4,2,TBR,CHW,TBR,CHW,0.526855588
2019/7/21,PIT,PHI,1,2,PHI,PIT,PHI,PIT,0.534682883
2019/7/21,HOU,TEX,5,3,HOU,TEX,TEX,HOU,0.570793344
2019/7/21,MIN,OAK,7,6,MIN,OAK,OAK,MIN,0.583740343
2019/7/21,CHC,SDP,1,5,SDP,CHC,CHC,SDP,0.507646171
2019/7/21,SFG,NYM,3,2,SFG,NYM,NYM,SFG,0.543731471
2019/7/21,ARI,MIL,4,7,MIL,ARI,MIL,ARI,0.588568529
2019/7/21,LAD,MIA,9,0,LAD,MIA,LAD,MIA,0.523418877
2019/7/21,SEA,LAA,3,9,LAA,SEA,LAA,SEA,0.559997414
2019/7/21,ATL,WSN,7,1,ATL,WSN,WSN,ATL,0.531225179
2019/7/22,TBR,BOS,4,9,BOS,TBR,BOS,TBR,0.555539716
2019/7/22,PIT,STL,5,6,STL,PIT,STL,PIT,0.56553708
2019/7/22,TOR,CLE,3,7,CLE,TOR,CLE,TOR,0.538037999
2019/7/22,CHW,MIA,9,1,CHW,MIA,MIA,CHW,0.52395622
2019/7/22,HOU,OAK,11,1,HOU,OAK,OAK,HOU,0.57385927
2019/7/22,MIL,CIN,5,6,CIN,MIL,MIL,CIN,0.502802321
2019/7/22,MIN,NYY,8,6,MIN,NYY,NYY,MIN,0.628240639
2019/7/22,ARI,BAL,6,3,ARI,BAL,BAL,ARI,0.527772296
2019/7/22,SFG,CHC,5,4,SFG,CHC,CHC,SFG,0.557339367
2019/7/22,SEA,TEX,7,3,SEA,TEX,TEX,SEA,0.580070457
2019/7/23,PIT,STL,3,4,STL,PIT,STL,PIT,0.56553708
2019/7/23,WSN,COL,11,1,WSN,COL,COL,WSN,0.51811318
2019/7/23,TOR,CLE,2,1,TOR,CLE,CLE,TOR,0.538037999
2019/7/23,DET,PHI,2,3,PHI,DET,PHI,DET,0.514205111
2019/7/23,NYM,SDP,5,2,NYM,SDP,SDP,NYM,0.514515224
2019/7/23,TBR,BOS,4,5,BOS,TBR,BOS,TBR,0.555539716
2019/7/23,ATL,KCR,4,5,KCR,ATL,ATL,KCR,0.510002193
2019/7/23,CHW,MIA,1,5,MIA,CHW,MIA,CHW,0.52395622
2019/7/23,HOU,OAK,3,4,OAK,HOU,OAK,HOU,0.57385927
2019/7/23,MIL,CIN,6,14,CIN,MIL,MIL,CIN,0.502802321
2019/7/23,MIN,NYY,12,14,NYY,MIN,NYY,MIN,0.628240639
2019/7/23,ARI,BAL,2,7,BAL,ARI,BAL,ARI,0.527772296
2019/7/23,SFG,CHC,5,4,SFG,CHC,CHC,SFG,0.557339367
2019/7/23,LAD,LAA,4,5,LAA,LAD,LAA,LAD,0.530472911
2019/7/23,SEA,TEX,2,7,TEX,SEA,TEX,SEA,0.580070457
2019/7/24,TBR,BOS,3,2,TBR,BOS,BOS,TBR,0.555539716
2019/7/24,WSN,COL,3,2,WSN,COL,COL,WSN,0.51811318
2019/7/24,DET,PHI,0,4,PHI,DET,PHI,DET,0.514205111
2019/7/24,HOU,OAK,4,2,HOU,OAK,OAK,HOU,0.57385927
2019/7/24,MIL,CIN,5,4,MIL,CIN,MIL,CIN,0.502802321
2019/7/24,ARI,BAL,5,2,ARI,BAL,BAL,ARI,0.527772296
2019/7/24,SEA,TEX,5,3,SEA,TEX,TEX,SEA,0.580070457
2019/7/24,SFG,CHC,1,4,CHC,SFG,CHC,SFG,0.557339367
2019/7/24,PIT,STL,8,14,STL,PIT,STL,PIT,0.56553708
2019/7/24,WSN,COL,2,0,WSN,COL,COL,WSN,0.51811318
2019/7/24,TOR,CLE,0,4,CLE,TOR,CLE,TOR,0.538037999
2019/7/24,NYM,SDP,2,7,SDP,NYM,SDP,NYM,0.514515224
2019/7/24,ATL,KCR,0,2,KCR,ATL,ATL,KCR,0.510002193
2019/7/24,MIN,NYY,7,10,NYY,MIN,NYY,MIN,0.628240639
2019/7/24,CHW,MIA,0,2,MIA,CHW,MIA,CHW,0.52395622
2019/7/24,LAD,LAA,2,3,LAA,LAD,LAA,LAD,0.530472911
2019/7/25,NYM,SDP,4,0,NYM,SDP,SDP,NYM,0.514515224
2019/7/25,PIT,STL,3,6,STL,PIT,STL,PIT,0.56553708
2019/7/25,WSN,COL,7,8,COL,WSN,COL,WSN,0.51811318
2019/7/25,BOS,NYY,19,3,BOS,NYY,NYY,BOS,0.580523873
2019/7/25,CHW,MIN,3,10,MIN,CHW,MIN,CHW,0.548782814
2019/7/25,KCR,CLE,4,5,CLE,KCR,CLE,KCR,0.561621346
2019/7/25,LAA,BAL,8,10,BAL,LAA,LAA,BAL,0.562756739
2019/7/25,OAK,TEX,3,11,TEX,OAK,TEX,OAK,0.545189087
2019/7/25,SEA,DET,10,2,SEA,DET,DET,SEA,0.539642914
2019/7/26,CIN,COL,2,12,COL,CIN,COL,CIN,0.545937533
2019/7/26,PHI,ATL,2,9,ATL,PHI,ATL,PHI,0.542427764
2019/7/26,WSN,LAD,2,4,LAD,WSN,LAD,WSN,0.579673041
2019/7/26,TOR,TBR,1,3,TBR,TOR,TBR,TOR,0.581753766
2019/7/26,BOS,NYY,10,5,BOS,NYY,NYY,BOS,0.580523873
2019/7/26,MIA,ARI,3,2,MIA,ARI,ARI,MIA,0.5328255
2019/7/26,NYM,PIT,6,3,NYM,PIT,PIT,NYM,0.516293224
2019/7/26,CHW,MIN,2,6,MIN,CHW,MIN,CHW,0.548782814
2019/7/26,MIL,CHC,3,2,MIL,CHC,CHC,MIL,0.519553727
2019/7/26,KCR,CLE,3,8,CLE,KCR,CLE,KCR,0.561621346
2019/7/26,STL,HOU,5,3,STL,HOU,STL,HOU,0.56536685
2019/7/26,LAA,BAL,3,9,BAL,LAA,LAA,BAL,0.562756739
2019/7/26,OAK,TEX,2,5,TEX,OAK,TEX,OAK,0.545189087
2019/7/26,SDP,SFG,1,2,SFG,SDP,SFG,SDP,0.595266832
2019/7/26,SEA,DET,3,2,SEA,DET,DET,SEA,0.539642914
2019/7/27,TOR,TBR,10,9,TOR,TBR,TBR,TOR,0.581753766
2019/7/27,BOS,NYY,9,5,BOS,NYY,NYY,BOS,0.580523873
2019/7/27,WSN,LAD,3,9,LAD,WSN,LAD,WSN,0.579673041
2019/7/27,SEA,DET,8,1,SEA,DET,DET,SEA,0.539642914
2019/7/27,MIA,ARI,2,9,ARI,MIA,ARI,MIA,0.5328255
2019/7/27,PHI,ATL,7,15,ATL,PHI,ATL,PHI,0.542427764
2019/7/27,CHW,MIN,5,1,CHW,MIN,MIN,CHW,0.548782814
2019/7/27,CIN,COL,3,1,CIN,COL,COL,CIN,0.545937533
2019/7/27,MIL,CHC,5,3,MIL,CHC,CHC,MIL,0.519553727
2019/7/27,NYM,PIT,3,0,NYM,PIT,PIT,NYM,0.516293224
2019/7/27,KCR,CLE,1,9,CLE,KCR,CLE,KCR,0.561621346
2019/7/27,STL,HOU,2,8,HOU,STL,STL,HOU,0.56536685
2019/7/27,SDP,SFG,5,1,SDP,SFG,SFG,SDP,0.595266832
2019/7/27,LAA,BAL,7,8,BAL,LAA,LAA,BAL,0.562756739
2019/7/27,OAK,TEX,5,4,OAK,TEX,TEX,OAK,0.545189087
2019/7/28,PHI,ATL,9,4,PHI,ATL,ATL,PHI,0.542427764
2019/7/28,TOR,TBR,9,10,TBR,TOR,TBR,TOR,0.581753766
2019/7/28,CIN,COL,3,2,CIN,COL,COL,CIN,0.545937533
2019/7/28,MIA,ARI,5,1,MIA,ARI,ARI,MIA,0.5328255
2019/7/28,NYM,PIT,8,7,NYM,PIT,PIT,NYM,0.516293224
2019/7/28,WSN,LAD,11,4,WSN,LAD,LAD,WSN,0.579673041
2019/7/28,CHW,MIN,1,11,MIN,CHW,MIN,CHW,0.548782814
2019/7/28,MIL,CHC,4,11,CHC,MIL,CHC,MIL,0.519553727
2019/7/28,KCR,CLE,9,6,KCR,CLE,CLE,KCR,0.561621346
2019/7/28,STL,HOU,2,6,HOU,STL,STL,HOU,0.56536685
2019/7/28,LAA,BAL,5,4,LAA,BAL,LAA,BAL,0.562756739
2019/7/28,OAK,TEX,6,5,OAK,TEX,TEX,OAK,0.545189087
2019/7/28,SDP,SFG,6,7,SFG,SDP,SFG,SDP,0.595266832
2019/7/28,SEA,DET,3,2,SEA,DET,DET,SEA,0.539642914
2019/7/28,BOS,NYY,6,9,NYY,BOS,NYY,BOS,0.580523873
2019/7/29,WSN,ATL,6,3,WSN,ATL,ATL,WSN,0.555097522
2019/7/29,CIN,PIT,11,6,CIN,PIT,PIT,CIN,0.538053342
2019/7/29,MIA,ARI,11,6,MIA,ARI,ARI,MIA,0.5328255
2019/7/29,KCR,TOR,3,7,TOR,KCR,TOR,KCR,0.571905843
2019/7/29,COL,LAD,9,1,COL,LAD,LAD,COL,0.620087202
2019/7/29,LAA,DET,2,7,DET,LAA,LAA,DET,0.544914465
2019/7/29,SDP,BAL,8,1,SDP,BAL,BAL,SDP,0.57607704
2019/7/30,SDP,BAL,5,8,BAL,SDP,BAL,SDP,0.57607704
2019/7/30,WSN,ATL,8,11,ATL,WSN,ATL,WSN,0.555097522
2019/7/30,NYY,ARI,2,4,ARI,NYY,NYY,ARI,0.564839685
2019/7/30,PHI,SFG,4,2,PHI,SFG,SFG,PHI,0.515761531
2019/7/30,BOS,TBR,5,6,TBR,BOS,TBR,BOS,0.55031688
2019/7/30,CIN,PIT,4,11,PIT,CIN,PIT,CIN,0.538053342
2019/7/30,CLE,HOU,0,2,HOU,CLE,CLE,HOU,0.530580019
2019/7/30,MIA,MIN,1,2,MIN,MIA,MIN,MIA,0.542959524
2019/7/30,TEX,SEA,5,8,SEA,TEX,TEX,SEA,0.503860385
2019/7/30,CHW,NYM,2,5,NYM,CHW,NYM,CHW,0.555975631
2019/7/30,KCR,TOR,2,9,TOR,KCR,TOR,KCR,0.571905843
2019/7/30,STL,CHC,2,1,STL,CHC,STL,CHC,0.510582258
2019/7/30,COL,LAD,4,9,LAD,COL,LAD,COL,0.620087202
2019/7/30,LAA,DET,6,1,LAA,DET,LAA,DET,0.544914465
2019/7/30,OAK,MIL,3,2,OAK,MIL,MIL,OAK,0.547785319
2019/7/31,WSN,ATL,4,5,ATL,WSN,ATL,WSN,0.555097522
2019/7/31,CIN,PIT,4,1,CIN,PIT,PIT,CIN,0.538053342
2019/7/31,NYY,ARI,7,5,NYY,ARI,NYY,ARI,0.564839685
2019/7/31,KCR,TOR,1,4,TOR,KCR,TOR,KCR,0.571905843
2019/7/31,COL,LAD,1,5,LAD,COL,LAD,COL,0.620087202
2019/7/31,LAA,DET,1,9,DET,LAA,LAA,DET,0.544914465
2019/7/31,PHI,SFG,1,5,SFG,PHI,SFG,PHI,0.515761531
2019/7/31,BOS,TBR,5,8,TBR,BOS,TBR,BOS,0.55031688
2019/7/31,CLE,HOU,10,4,CLE,HOU,CLE,HOU,0.530580019
2019/7/31,MIA,MIN,4,7,MIN,MIA,MIN,MIA,0.542959524
2019/7/31,STL,CHC,0,2,CHC,STL,STL,CHC,0.510582258
2019/7/31,TEX,SEA,9,7,TEX,SEA,TEX,SEA,0.503860385
2019/7/31,CHW,NYM,2,4,NYM,CHW,NYM,CHW,0.555975631
2019/7/31,OAK,MIL,2,4,MIL,OAK,MIL,OAK,0.547785319
2019/8/1,MIA,MIN,5,4,MIA,MIN,MIN,MIA,0.542959524
2019/8/1,PHI,SFG,10,2,PHI,SFG,SFG,PHI,0.515761531
2019/8/1,CHW,NYM,0,4,NYM,CHW,NYM,CHW,0.555975631
2019/8/1,OAK,MIL,5,3,OAK,MIL,MIL,OAK,0.547785319
2019/8/1,BAL,TOR,2,11,TOR,BAL,TOR,BAL,0.554051066
2019/8/1,BOS,TBR,4,9,TBR,BOS,TBR,BOS,0.55031688
2019/8/1,CLE,HOU,1,7,HOU,CLE,CLE,HOU,0.530580019
2019/8/1,STL,CHC,8,0,STL,CHC,STL,CHC,0.510582258
2019/8/1,ATL,CIN,4,1,ATL,CIN,ATL,CIN,0.503452586
2019/8/1,LAD,SDP,8,2,LAD,SDP,LAD,SDP,0.508488455
2019/8/2,CHC,MIL,6,2,CHC,MIL,MIL,CHC,0.554235645
2019/8/2,BAL,TOR,2,5,TOR,BAL,TOR,BAL,0.554051066
2019/8/2,NYY,BOS,4,2,NYY,BOS,BOS,NYY,0.521983981
2019/8/2,PHI,CHW,3,4,CHW,PHI,PHI,CHW,0.500013137
2019/8/2,PIT,NYM,8,4,PIT,NYM,NYM,PIT,0.532802885
2019/8/2,CLE,LAA,7,3,CLE,LAA,LAA,CLE,0.532456182
2019/8/2,ATL,CIN,2,5,CIN,ATL,ATL,CIN,0.503452586
2019/8/2,TEX,DET,5,4,TEX,DET,DET,TEX,0.515421731
2019/8/2,HOU,SEA,10,2,HOU,SEA,SEA,HOU,0.510943982
2019/8/2,MIN,KCR,11,9,MIN,KCR,KCR,MIN,0.524031219
2019/8/2,COL,SFG,5,4,COL,SFG,SFG,COL,0.570213579
2019/8/2,ARI,WSN,0,3,WSN,ARI,WSN,ARI,0.570338114
2019/8/2,LAD,SDP,2,5,SDP,LAD,LAD,SDP,0.508488455
2019/8/3,NYY,BOS,9,2,NYY,BOS,BOS,NYY,0.521983981
2019/8/3,CHC,MIL,4,1,CHC,MIL,MIL,CHC,0.554235645
2019/8/3,TBR,MIA,8,6,TBR,MIA,TBR,MIA,0.546075083
2019/8/3,BAL,TOR,6,4,BAL,TOR,TOR,BAL,0.554051066
2019/8/3,NYY,BOS,6,4,NYY,BOS,BOS,NYY,0.521983981
2019/8/3,PHI,CHW,3,2,PHI,CHW,PHI,CHW,0.500013137
2019/8/3,PIT,NYM,5,7,NYM,PIT,NYM,PIT,0.532802885
2019/8/3,CLE,LAA,7,2,CLE,LAA,LAA,CLE,0.532456182
2019/8/3,HOU,SEA,9,0,HOU,SEA,SEA,HOU,0.510943982
2019/8/3,MIN,KCR,11,3,MIN,KCR,KCR,MIN,0.524031219
2019/8/3,ATL,CIN,5,4,ATL,CIN,ATL,CIN,0.503452586
2019/8/3,TEX,DET,5,4,TEX,DET,DET,TEX,0.515421731
2019/8/3,ARI,WSN,18,7,ARI,WSN,WSN,ARI,0.570338114
2019/8/3,COL,SFG,5,6,SFG,COL,SFG,COL,0.570213579
2019/8/3,OAK,STL,8,3,OAK,STL,STL,OAK,0.536128068
2019/8/3,LAD,SDP,4,1,LAD,SDP,LAD,SDP,0.508488455
2019/8/4,BAL,TOR,6,5,BAL,TOR,TOR,BAL,0.554051066
2019/8/4,PHI,CHW,5,10,CHW,PHI,PHI,CHW,0.500013137
2019/8/4,CLE,LAA,6,2,CLE,LAA,LAA,CLE,0.532456182
2019/8/4,TBR,MIA,7,2,TBR,MIA,TBR,MIA,0.546075083
2019/8/4,ATL,CIN,4,6,CIN,ATL,ATL,CIN,0.503452586
2019/8/4,PIT,NYM,2,13,NYM,PIT,NYM,PIT,0.532802885
2019/8/4,HOU,SEA,3,1,HOU,SEA,SEA,HOU,0.510943982
2019/8/4,MIN,KCR,3,0,MIN,KCR,KCR,MIN,0.524031219
2019/8/4,CHC,MIL,7,2,CHC,MIL,MIL,CHC,0.554235645
2019/8/4,TEX,DET,9,4,TEX,DET,DET,TEX,0.515421731
2019/8/4,COL,SFG,6,2,COL,SFG,SFG,COL,0.570213579
2019/8/4,OAK,STL,4,2,OAK,STL,STL,OAK,0.536128068
2019/8/4,ARI,WSN,7,5,ARI,WSN,WSN,ARI,0.570338114
2019/8/4,LAD,SDP,11,10,LAD,SDP,LAD,SDP,0.508488455
2019/8/4,NYY,BOS,7,4,NYY,BOS,BOS,NYY,0.521983981
2019/8/5,NYM,MIA,6,2,NYM,MIA,NYM,MIA,0.50042745
2019/8/5,BAL,NYY,6,9,NYY,BAL,NYY,BAL,0.616724799
2019/8/5,PIT,MIL,7,9,MIL,PIT,MIL,PIT,0.577038331
2019/8/5,BOS,KCR,7,5,BOS,KCR,BOS,KCR,0.525865193
2019/8/5,CIN,LAA,7,4,CIN,LAA,LAA,CIN,0.574782155
2019/8/5,CLE,TEX,0,1,TEX,CLE,TEX,CLE,0.552782264
2019/8/5,DET,CHW,4,7,CHW,DET,DET,CHW,0.500591634
2019/8/5,NYM,MIA,5,4,NYM,MIA,NYM,MIA,0.50042745
2019/8/5,TBR,TOR,0,2,TOR,TBR,TOR,TBR,0.513324721
2019/8/5,CHC,OAK,6,5,CHC,OAK,OAK,CHC,0.554742142
2019/8/5,MIN,ATL,5,3,MIN,ATL,ATL,MIN,0.568416805
2019/8/5,ARI,PHI,3,7,PHI,ARI,PHI,ARI,0.546460198
2019/8/5,SFG,WSN,0,4,WSN,SFG,WSN,SFG,0.569492467
2019/8/5,LAD,STL,8,0,LAD,STL,STL,LAD,0.541769326
2019/8/6,DET,CHW,3,5,CHW,DET,DET,CHW,0.500591634
2019/8/6,BAL,NYY,4,9,NYY,BAL,NYY,BAL,0.616724799
2019/8/6,PIT,MIL,3,4,MIL,PIT,MIL,PIT,0.577038331
2019/8/6,BOS,KCR,2,6,KCR,BOS,BOS,KCR,0.525865193
2019/8/6,CIN,LAA,8,4,CIN,LAA,LAA,CIN,0.574782155
2019/8/6,DET,CHW,10,6,DET,CHW,DET,CHW,0.500591634
2019/8/6,NYM,MIA,5,0,NYM,MIA,NYM,MIA,0.50042745
2019/8/6,TBR,TOR,7,6,TBR,TOR,TOR,TBR,0.513324721
2019/8/6,CHC,OAK,4,11,OAK,CHC,OAK,CHC,0.554742142
2019/8/6,HOU,COL,11,6,HOU,COL,COL,HOU,0.521501212
2019/8/6,MIN,ATL,7,12,ATL,MIN,ATL,MIN,0.568416805
2019/8/6,ARI,PHI,8,4,ARI,PHI,PHI,ARI,0.546460198
2019/8/6,SFG,WSN,3,5,WSN,SFG,WSN,SFG,0.569492467
2019/8/6,LAD,STL,3,1,LAD,STL,STL,LAD,0.541769326
2019/8/6,SEA,SDP,4,9,SDP,SEA,SDP,SEA,0.521275041
2019/8/7,NYM,MIA,7,2,NYM,MIA,NYM,MIA,0.50042745
2019/8/7,CLE,TEX,2,0,CLE,TEX,TEX,CLE,0.552782264
2019/8/7,DET,CHW,1,8,CHW,DET,DET,CHW,0.500591634
2019/8/7,MIN,ATL,7,11,ATL,MIN,ATL,MIN,0.568416805
2019/8/7,TBR,TOR,3,4,TOR,TBR,TOR,TBR,0.513324721
2019/8/7,HOU,COL,14,3,HOU,COL,COL,HOU,0.521501212
2019/8/7,CHC,OAK,10,1,CHC,OAK,OAK,CHC,0.554742142
2019/8/7,LAD,STL,2,1,LAD,STL,STL,LAD,0.541769326
2019/8/7,SFG,WSN,1,4,WSN,SFG,WSN,SFG,0.569492467
2019/8/7,CLE,TEX,5,1,CLE,TEX,TEX,CLE,0.552782264
2019/8/7,SEA,SDP,3,2,SEA,SDP,SDP,SEA,0.521275041
2019/8/7,PIT,MIL,3,8,MIL,PIT,MIL,PIT,0.577038331
2019/8/7,BAL,NYY,2,14,NYY,BAL,NYY,BAL,0.616724799
2019/8/7,BOS,KCR,5,4,BOS,KCR,BOS,KCR,0.525865193
2019/8/7,ARI,PHI,6,1,ARI,PHI,PHI,ARI,0.546460198
2019/8/8,TOR,NYY,6,12,NYY,TOR,NYY,TOR,0.611340429
2019/8/8,BOS,LAA,3,0,BOS,LAA,LAA,BOS,0.510987709
2019/8/8,CIN,CHC,5,12,CHC,CIN,CHC,CIN,0.56698148
2019/8/8,DET,KCR,10,8,DET,KCR,DET,KCR,0.502847345
2019/8/8,MIA,ATL,9,2,MIA,ATL,ATL,MIA,0.57929469
2019/8/8,MIN,CLE,5,7,CLE,MIN,CLE,MIN,0.555809704
